GEO_NAME,Immigrants,Non-immigrants,Non-permanent residents
"Nanaimo A, Regional district electoral area (RDA)",188.0,6650.0,15.0
"Nanaimo C, Regional district electoral area (RDA)",94.0,2870.0,10.0
"Nanaimo G, Regional district electoral area (RDA)",325.0,6640.0,30.0
"Nanaimo, City (CY)",4384.0,79545.0,1850.0
"Neebing, Municipality (MU)",34.0,2100.0,0.0
Nelson,726.0,15720.0,425.0
"Nelson, City (CY)",462.0,8705.0,405.0
"Nelson, Parish (P)",2.0,960.0,0.0
"Neuville, Ville (V)",29.0,4375.0,0.0
New Glasgow,289.0,32645.0,155.0
"New Glasgow, Fire district (FD)",54.0,3970.0,10.0
"New Glasgow, Town (T)",142.0,8650.0,80.0
"New Maryland, Parish (P)",26.0,2670.0,0.0
"New Maryland, Village (VL)",81.0,3880.0,0.0
"New Songhees 1A, Indian reserve (IRI)",59.0,1610.0,30.0
"New Tecumseth, Town (T)",2268.0,34825.0,240.0
"New Westminster, City (CY)",8375.0,44760.0,4040.0
"Newcastle, Parish (P)",9.0,1110.0,0.0
"Newmarket, Town (T)",8169.0,56430.0,1240.0
"Niagara Falls, City (CY)",5884.0,68705.0,2770.0
"Niagara-on-the-Lake, Town (T)",1270.0,13250.0,360.0
"Nigadoo, Village (VL)",2.0,975.0,0.0
"Nipissing, Township (TP)",21.0,1660.0,0.0
"Nipissing, Unorganized, North Part, Unorganized (NO)",14.0,1505.0,0.0
"Niverville, Town (T)",144.0,5335.0,10.0
"Nobleford, Town (T)",89.0,1110.0,60.0
Norfolk,1871.0,58905.0,245.0
"Norfolk County, City (CY)",1871.0,58905.0,245.0
"Norglenwold, Summer village (SV)",2.0,305.0,0.0
North Battleford,714.0,16315.0,280.0
"North Battleford, City (CY)",630.0,11340.0,235.0
North Bay,914.0,66260.0,535.0
"North Bay, City (CY)",719.0,48320.0,525.0
"North Coast A, Regional district electoral area (RDA)",1.0,35.0,0.0
"North Cowichan, District municipality (DM)",1218.0,26710.0,255.0
"North Dumfries, Township (TP)",316.0,9330.0,15.0
"North Grenville, Municipality (MU)",334.0,16515.0,25.0
"North Hatley, Village (VL)",18.0,560.0,0.0
"North Okanagan B, Regional district electoral area (RDA)",103.0,2790.0,0.0
"North Okanagan C, Regional district electoral area (RDA)",136.0,3955.0,0.0
"North Saanich, District municipality (DM)",528.0,10075.0,90.0
"North Shore, Fire district (FD)",19.0,1385.0,0.0
"North Shore, Rural municipality (RM)",39.0,2365.0,0.0
"North Vancouver, City (CY)",6399.0,33080.0,2405.0
"North Vancouver, District municipality (DM)",7942.0,56705.0,2485.0
"Northesk, Parish (P)",7.0,2130.0,0.0
"Norton, Parish (P)",7.0,1285.0,0.0
"Notre-Dame-de-l'Île-Perrot, Ville (V)",529.0,9455.0,40.0
"Notre-Dame-de-la-Salette, Municipalité (MÉ)",2.0,820.0,0.0
"Notre-Dame-des-Prairies, Ville (V)",60.0,9205.0,20.0
"Notre-Dame-du-Bon-Conseil, Paroisse (municipalité de) (PE)",2.0,875.0,0.0
"Notre-Dame-du-Bon-Conseil, Village (VL)",3.0,1590.0,20.0
"Notre-Dame-du-Portage, Municipalité (MÉ)",6.0,1265.0,0.0
"O'Connor, Township (TP)",3.0,705.0,0.0
"Oak Bay, District municipality (DM)",1034.0,13465.0,320.0
"Oakville, Town (T)",25384.0,119590.0,5120.0
"Oka, Municipalité (MÉ)",23.0,3800.0,0.0
"Okanagan (Part) 1, Indian reserve (IRI)",66.0,2980.0,0.0
"Okanagan-Similkameen D, Regional district electoral area (RDA)",136.0,3435.0,30.0
"Okanagan-Similkameen F, Regional district electoral area (RDA)",68.0,1820.0,0.0
"Okanagan-Similkameen I, Regional district electoral area (RDA)",86.0,1935.0,20.0
Okotoks,1166.0,25925.0,100.0
"Okotoks, Town (T)",1166.0,25925.0,100.0
"Oliver Paipoonge, Municipality (MU)",96.0,5555.0,0.0
"Orangeville, Town (T)",1197.0,25135.0,220.0
"Orford, Canton (municipalité de) (CT)",66.0,4745.0,30.0
Orillia,839.0,28970.0,185.0
"Orillia, City (CY)",839.0,28970.0,185.0
"Orkney No. 244, Rural municipality (RM)",36.0,1725.0,0.0
Oshawa,25598.0,315710.0,3880.0
"Oshawa, City (CY)",10841.0,132890.0,2595.0
"Osler, Town (T)",14.0,1210.0,0.0
"Otonabee-South Monaghan, Township (TP)",118.0,6505.0,10.0
Ottawa - Gatineau,90784.0,1115495.0,35160.0
"Ottawa, City (CV)",74644.0,712100.0,29620.0
"Otterburn Park, Ville (V)",132.0,8005.0,25.0
Owen Sound,637.0,29410.0,125.0
"Owen Sound, City (CY)",449.0,19080.0,125.0
"Paradise, Town (T)",106.0,22410.0,40.0
"Parkland County, Municipal district (MD)",637.0,29555.0,60.0
Parksville,1388.0,24565.0,125.0
"Parksville, City (CY)",604.0,10955.0,75.0
"Pasadena, Town (T)",11.0,3475.0,0.0
"Peace River C, Regional district electoral area (RDA)",97.0,5595.0,0.0
"Peace River D, Regional district electoral area (RDA)",77.0,4290.0,0.0
"Peachland, District municipality (DM)",241.0,4845.0,15.0
"Pelham, Town (T)",583.0,15455.0,105.0
Pembroke,258.0,22060.0,50.0
"Pembroke, City (CY)",165.0,12970.0,50.0
"Penetanguishene, Town (T)",156.0,8355.0,0.0
"Pense No. 160, Rural municipality (RM)",0.0,315.0,0.0
"Pense, Town (T)",5.0,585.0,0.0
Penticton,1662.0,39620.0,405.0
"Penticton, City (CY)",1306.0,30585.0,345.0
Petawawa,302.0,16125.0,100.0
"Petawawa, Town (T)",302.0,16125.0,100.0
Peterborough,3006.0,113400.0,1615.0
"Peterborough, City (CY)",2194.0,72185.0,1535.0
"Petersville, Parish (P)",0.0,710.0,0.0
"Petit-Rocher, Village (VL)",6.0,1820.0,0.0
"Petty Harbour-Maddox Cove, Town (T)",0.0,935.0,0.0
"Pickering, City (CY)",9659.0,61835.0,965.0
"Pictou, Subd. B, Subdivision of county municipality (SC)",44.0,5765.0,0.0
"Pictou, Subd. C, Subdivision of county municipality (SC)",38.0,8150.0,40.0
"Picture Butte, Town (T)",95.0,1460.0,70.0
"Pilot Butte, Town (T)",24.0,2530.0,0.0
"Pincourt, Ville (V)",772.0,11860.0,105.0
"Pitt Meadows, City (CY)",1321.0,14075.0,110.0
"Plympton-Wyoming, Town (T)",148.0,7445.0,110.0
"Point Edward, Village (VL)",43.0,1755.0,0.0
"Pointe-Calumet, Municipalité (MÉ)",62.0,6055.0,0.0
"Pointe-Claire, Ville (V)",2385.0,22270.0,780.0
"Pointe-Lebel, Village (VL)",1.0,1810.0,0.0
"Pointe-Verte, Village (VL)",0.0,875.0,0.0
"Pointe-aux-Outardes, Village (VL)",3.0,1405.0,0.0
"Pointe-des-Cascades, Village (VL)",63.0,1535.0,15.0
"Pointe-à-la-Croix, Municipalité (MÉ)",2.0,1305.0,0.0
"Pontiac, Municipalité (MÉ)",50.0,5930.0,0.0
Port Alberni,629.0,22905.0,105.0
"Port Alberni, City (CY)",482.0,16060.0,100.0
"Port Colborne, City (CY)",448.0,17660.0,25.0
"Port Coquitlam, City (CY)",5795.0,38650.0,975.0
"Port Edward, District municipality (DM)",4.0,425.0,0.0
Port Hope,439.0,15150.0,15.0
"Port Hope, Municipality (MU)",439.0,15150.0,15.0
"Port Moody, City (CY)",3102.0,21790.0,560.0
Portage la Prairie,389.0,11420.0,225.0
"Portage la Prairie, City (CY)",389.0,11420.0,225.0
"Portugal Cove-St. Philip's, Town (T)",91.0,8090.0,0.0
"Pouce Coupe, Village (VL)",4.0,700.0,0.0
"Pouch Cove, Town (T)",6.0,2035.0,0.0
"Powassan, Municipality (MU)",29.0,3065.0,0.0
Powell River,619.0,15090.0,100.0
"Powell River, City (CY)",478.0,11810.0,85.0
"Priest's Valley 6, Indian reserve (IRI)",16.0,260.0,0.0
Prince Albert,1226.0,39120.0,515.0
"Prince Albert No. 461, Rural municipality (RM)",19.0,2605.0,0.0
"Prince Albert, City (CY)",1166.0,32120.0,505.0
Prince George,2422.0,77685.0,1730.0
"Prince George, City (CY)",2212.0,65715.0,1730.0
Prince Rupert,456.0,11380.0,295.0
"Prince Rupert, City (CY)",448.0,10300.0,295.0
"Prince William, Parish (P)",10.0,1030.0,0.0
"Prince, Township (TP)",7.0,960.0,0.0
"Puslinch, Township (TP)",354.0,6510.0,20.0
"Qualicum Beach, Town (T)",460.0,6970.0,15.0
"Queensbury, Parish (P)",6.0,1210.0,0.0
Quesnel,446.0,21150.0,100.0
"Quesnel, City (CY)",222.0,8795.0,85.0
"Quinte West, City (CY)",920.0,42380.0,95.0
"Quispamsis, Town (TV)",382.0,17115.0,75.0
Québec,16981.0,746855.0,15395.0
"Québec, Ville (V)",14078.0,475200.0,13115.0
"Ragueneau, Paroisse (municipalité de) (PE)",5.0,1330.0,0.0
Red Deer,5174.0,80665.0,840.0
"Red Deer, City (CY)",5174.0,80665.0,840.0
"Redcliff, Town (T)",149.0,4980.0,35.0
"Redwater, Town (T)",21.0,1970.0,0.0
Regina,15005.0,192745.0,6155.0
"Regina Beach, Town (T)",15.0,1235.0,0.0
"Regina, City (CY)",14771.0,171745.0,6115.0
"Repentigny, Ville (V)",2993.0,73950.0,395.0
"Rhein, Village (VL)",0.0,145.0,0.0
"Richelieu, Ville (V)",61.0,5160.0,35.0
"Richmond Hill, Town (T)",32633.0,77650.0,6420.0
"Richmond, City (CY)",34858.0,73835.0,8965.0
Rimouski,361.0,50805.0,485.0
"Rimouski, Ville (V)",354.0,45835.0,480.0
"Ritchot, Rural municipality (RM)",139.0,6955.0,0.0
"Riverview, Town (TV)",371.0,18825.0,260.0
"Rivière-Verte, Parish (P)",4.0,675.0,0.0
"Rivière-Verte, Village (VL)",2.0,720.0,0.0
Rivière-du-Loup,147.0,27805.0,385.0
"Rivière-du-Loup, Ville (V)",120.0,18110.0,360.0
"Rocky View County, Municipal district (MD)",1771.0,33700.0,155.0
"Rosemère, Ville (V)",488.0,12180.0,60.0
"Rosser, Rural municipality (RM)",23.0,975.0,0.0
"Rothesay, Parish (P)",6.0,400.0,0.0
"Rothesay, Town (TV)",272.0,10980.0,55.0
Rouyn-Noranda,234.0,40110.0,425.0
"Rouyn-Noranda, Ville (V)",234.0,40110.0,425.0
"Roxton Pond, Municipalité (MÉ)",28.0,4100.0,10.0
"Russell, Township (TP)",359.0,18085.0,55.0
"Saanich, District municipality (DM)",7296.0,85745.0,3720.0
Saguenay,615.0,154185.0,1650.0
"Saguenay, Ville (V)",589.0,137540.0,1600.0
Saint John,2643.0,118110.0,1815.0
"Saint John, City (C)",1790.0,60985.0,1660.0
"Saint Martins, Parish (P)",9.0,1215.0,0.0
"Saint Marys, Parish (P)",44.0,4910.0,0.0
"Saint-Adelme, Paroisse (municipalité de) (PE)",0.0,455.0,0.0
"Saint-Adrien-d'Irlande, Municipalité (MÉ)",2.0,385.0,0.0
"Saint-Alphonse-de-Granby, Municipalité (MÉ)",16.0,3265.0,0.0
"Saint-Amable, Ville (V)",253.0,12415.0,80.0
"Saint-Anaclet-de-Lessard, Paroisse (municipalité de) (PE)",5.0,3000.0,0.0
"Saint-Antoine-de-Tilly, Municipalité (MÉ)",16.0,1570.0,25.0
"Saint-Antonin, Municipalité (MÉ)",3.0,4280.0,0.0
"Saint-Apollinaire, Municipalité (MÉ)",45.0,7675.0,15.0
"Saint-Arsène, Paroisse (municipalité de) (PE)",0.0,1220.0,0.0
"Saint-Augustin-de-Desmaures, Ville (V)",183.0,18540.0,70.0
"Saint-Basile, Parish (P)",3.0,700.0,0.0
"Saint-Basile-le-Grand, Ville (V)",361.0,15580.0,80.0
"Saint-Bonaventure, Municipalité (MÉ)",1.0,1060.0,0.0
"Saint-Bruno-de-Montarville, Ville (V)",768.0,22985.0,255.0
"Saint-Charles-Borromée, Ville (V)",104.0,13305.0,20.0
"Saint-Charles-de-Bourget, Municipalité (MÉ)",0.0,775.0,0.0
"Saint-Christophe-d'Arthabaska, Paroisse (municipalité de) (PE)",19.0,3010.0,25.0
"Saint-Colomban, Ville (V)",167.0,17110.0,15.0
"Saint-Constant, Ville (V)",1236.0,25340.0,265.0
"Saint-Cyrille-de-Wendover, Municipalité (MÉ)",18.0,4825.0,0.0
"Saint-David-de-Falardeau, Municipalité (MÉ)",1.0,2980.0,0.0
"Saint-Denis-de-Brompton, Municipalité (MÉ)",29.0,4460.0,0.0
"Saint-Dominique, Municipalité (MÉ)",24.0,2650.0,0.0
"Saint-Dominique-du-Rosaire, Municipalité (MÉ)",0.0,410.0,0.0
"Saint-Edmond-de-Grantham, Paroisse (municipalité de) (PE)",0.0,755.0,10.0
"Saint-Eugène-d'Argentenay, Municipalité (MÉ)",0.0,485.0,0.0
"Saint-Eustache, Ville (V)",1265.0,39720.0,135.0
"Saint-François-de-l'Île-d'Orléans, Municipalité (MÉ)",6.0,515.0,0.0
"Saint-Fulgence, Municipalité (MÉ)",3.0,2020.0,25.0
"Saint-Félix-d'Otis, Municipalité (MÉ)",0.0,1110.0,0.0
"Saint-Félix-de-Dalquier, Municipalité (MÉ)",1.0,1015.0,0.0
"Saint-Gabriel-de-Valcartier, Municipalité (MÉ)",23.0,2710.0,0.0
Saint-Georges,195.0,32810.0,565.0
"Saint-Georges, Ville (V)",180.0,31010.0,510.0
"Saint-Germain-de-Grantham, Municipalité (MÉ)",21.0,4840.0,35.0
"Saint-Henri, Municipalité (MÉ)",25.0,5645.0,50.0
"Saint-Honoré, Ville (V)",7.0,6300.0,15.0
Saint-Hyacinthe,1375.0,51915.0,1365.0
"Saint-Hyacinthe, Ville (V)",1345.0,49265.0,1365.0
"Saint-Isidore, Paroisse (municipalité de) (PE)",22.0,2580.0,0.0
"Saint-Jacques, Parish (P)",13.0,1605.0,0.0
"Saint-Jean-de-l'Île-d'Orléans, Municipalité (MÉ)",4.0,980.0,45.0
"Saint-Jean-sur-Richelieu, Ville (V)",1242.0,91080.0,415.0
"Saint-Joseph, Parish (P)",5.0,1505.0,0.0
"Saint-Joseph-de-Coleraine, Municipalité (MÉ)",8.0,1730.0,0.0
"Saint-Joseph-de-Sorel, Ville (V)",9.0,1535.0,10.0
"Saint-Joseph-du-Lac, Municipalité (MÉ)",65.0,6765.0,0.0
"Saint-Jérôme, Ville (V)",1356.0,72975.0,355.0
"Saint-Lambert, Ville (V)",1024.0,17820.0,440.0
"Saint-Lambert-de-Lauzon, Municipalité (MÉ)",39.0,6635.0,0.0
"Saint-Laurent-de-l'Île-d'Orléans, Municipalité (MÉ)",14.0,1540.0,0.0
"Saint-Lazare, Ville (V)",756.0,19440.0,190.0
"Saint-Lin--Laurentides, Ville (V)",244.0,23010.0,35.0
"Saint-Luc-de-Vincennes, Municipalité (MÉ)",1.0,510.0,0.0
"Saint-Lucien, Municipalité (MÉ)",9.0,1770.0,0.0
"Saint-Léandre, Paroisse (municipalité de) (PE)",0.0,385.0,0.0
"Saint-Majorique-de-Grantham, Paroisse (municipalité de) (PE)",1.0,1370.0,0.0
"Saint-Marc-de-Figuery, Paroisse (municipalité de) (PE)",0.0,860.0,0.0
"Saint-Mathias-sur-Richelieu, Municipalité (MÉ)",34.0,4385.0,25.0
"Saint-Mathieu, Municipalité (MÉ)",20.0,2245.0,0.0
"Saint-Mathieu-d'Harricana, Municipalité (MÉ)",2.0,760.0,0.0
"Saint-Mathieu-de-Beloeil, Municipalité (MÉ)",22.0,2855.0,0.0
"Saint-Maurice, Paroisse (municipalité de) (PE)",10.0,3350.0,0.0
"Saint-Modeste, Municipalité (MÉ)",1.0,1150.0,0.0
"Saint-Narcisse-de-Rimouski, Paroisse (municipalité de) (PE)",0.0,1075.0,0.0
"Saint-Paul, Municipalité (MÉ)",80.0,6265.0,15.0
"Saint-Paul, Parish (P)",4.0,865.0,0.0
"Saint-Paul-d'Abbotsford, Municipalité (MÉ)",29.0,2755.0,0.0
"Saint-Philibert, Municipalité (MÉ)",0.0,295.0,0.0
"Saint-Philippe, Ville (V)",191.0,6730.0,50.0
"Saint-Pierre-de-l'Île-d'Orléans, Municipalité (MÉ)",7.0,1675.0,0.0
"Saint-Placide, Municipalité (MÉ)",21.0,1595.0,0.0
"Saint-René, Paroisse (municipalité de) (PE)",5.0,880.0,30.0
"Saint-René-de-Matane, Municipalité (MÉ)",1.0,985.0,0.0
"Saint-Roch-de-l'Achigan, Municipalité (MÉ)",21.0,5320.0,0.0
"Saint-Simon-les-Mines, Municipalité (MÉ)",0.0,625.0,0.0
"Saint-Sulpice, Paroisse (municipalité de) (PE)",33.0,3220.0,0.0
"Saint-Ulric, Municipalité (MÉ)",10.0,1520.0,0.0
"Saint-Valère, Municipalité (MÉ)",7.0,1150.0,0.0
"Saint-Valérien, Paroisse (municipalité de) (PE)",0.0,895.0,0.0
"Saint-Zotique, Municipalité (MÉ)",118.0,9125.0,35.0
Sainte-Agathe-des-Monts,303.0,18240.0,85.0
"Sainte-Agathe-des-Monts, Ville (V)",134.0,10320.0,40.0
"Sainte-Anne-de-Bellevue, Ville (V)",259.0,3450.0,270.0
"Sainte-Anne-de-Sorel, Municipalité (MÉ)",12.0,2650.0,0.0
"Sainte-Anne-des-Plaines, Ville (V)",151.0,13940.0,55.0
"Sainte-Brigitte-de-Laval, Ville (V)",59.0,8235.0,10.0
"Sainte-Catherine, Ville (V)",506.0,14805.0,50.0
"Sainte-Catherine-de-la-Jacques-Cartier, Ville (V)",45.0,8255.0,0.0
"Sainte-Famille-de-l'Île-d'Orléans, Municipalité (MÉ)",5.0,750.0,0.0
"Sainte-Félicité, Municipalité (MÉ)",0.0,1075.0,0.0
"Sainte-Gertrude-Manneville, Municipalité (MÉ)",0.0,800.0,0.0
"Sainte-Jeanne-d'Arc, Village (VL)",0.0,1095.0,0.0
"Sainte-Julie, Ville (V)",528.0,27355.0,120.0
Sainte-Marie,94.0,12115.0,210.0
"Sainte-Marie, Ville (V)",94.0,12115.0,210.0
"Sainte-Marthe-sur-le-Lac, Ville (V)",749.0,17155.0,60.0
"Sainte-Pétronille, Village (VL)",24.0,955.0,0.0
"Sainte-Rose-du-Nord, Paroisse (municipalité de) (PE)",0.0,415.0,0.0
"Sainte-Thérèse, Ville (V)",577.0,22715.0,160.0
"Sainte-Victoire-de-Sorel, Municipalité (MÉ)",9.0,2415.0,0.0
Salaberry-de-Valleyfield,378.0,39740.0,150.0
"Salaberry-de-Valleyfield, Ville (V)",378.0,39740.0,150.0
"Salisbury, Village (VL)",19.0,2210.0,40.0
Salmon Arm,527.0,16855.0,125.0
"Salmon Arm, City (CY)",523.0,16600.0,125.0
Sarnia,2698.0,84845.0,1365.0
"Sarnia, City (CY)",2305.0,61120.0,1245.0
Saskatoon,18062.0,249955.0,5490.0
"Saskatoon, City (CY)",17211.0,202400.0,5345.0
Sault Ste. Marie,1639.0,68400.0,930.0
"Sault Ste. Marie, City (CY)",1611.0,63820.0,925.0
"Seba Beach, Summer village (SV)",0.0,165.0,0.0
"Selwyn, Township (TP)",361.0,17030.0,55.0
"Senneville, Village (VL)",47.0,755.0,0.0
Sept-Îles,156.0,26520.0,150.0
"Sept-Îles, Ville (V)",152.0,23400.0,145.0
"Shannon, Ville (V)",48.0,6225.0,0.0
Shawinigan,309.0,46310.0,320.0
"Shawinigan, Ville (V)",309.0,46310.0,320.0
Sherbrooke,5088.0,199560.0,3815.0
"Sherbrooke, Ville (V)",4538.0,148785.0,3645.0
"Sherwood No. 159, Rural municipality (RM)",5.0,630.0,0.0
"Shields, Resort village (RV)",2.0,275.0,0.0
"Shuniah, Municipality (MU)",56.0,3020.0,0.0
"Sidney, Town (T)",718.0,9045.0,60.0
"Simonds, Parish (P)",8.0,3865.0,0.0
"Sooke, District municipality (DM)",469.0,13175.0,50.0
Sorel-Tracy,292.0,39275.0,160.0
"Sorel-Tracy, Ville (V)",256.0,32670.0,155.0
"South Frontenac, Township (TP)",306.0,18945.0,10.0
"South Stormont, Township (TP)",169.0,12745.0,20.0
"Southesk, Parish (P)",6.0,1615.0,0.0
"Southwold, Township (TP)",82.0,4440.0,10.0
"Spring Lake, Village (VL)",18.0,650.0,0.0
"Springfield, Rural municipality (RM)",246.0,14820.0,0.0
"Springside, Town (T)",5.0,450.0,0.0
"Springwater, Township (TP)",589.0,19285.0,40.0
"Spruce Grove, City (CY)",1102.0,33675.0,270.0
Squamish,1425.0,18495.0,685.0
"Squamish, District municipality (DM)",1421.0,18100.0,685.0
"St. Albert, City (CY)",2437.0,58235.0,335.0
St. Catharines - Niagara,20874.0,340945.0,8235.0
"St. Catharines, City (CY)",7234.0,104880.0,3225.0
"St. Clair, Township (TP)",195.0,13900.0,0.0
"St. Clements, Rural municipality (RM)",268.0,10380.0,25.0
"St. François Xavier, Rural municipality (RM)",19.0,1320.0,0.0
St. John's,2958.0,194935.0,4375.0
"St. John's, City (CY)",2380.0,96020.0,4125.0
"St. Martins, Village (VL)",0.0,240.0,0.0
"St. Thomas, City (CY)",1179.0,37585.0,125.0
"St.-Charles, Municipality (MU)",7.0,1305.0,0.0
"Stanley, Rural municipality (RM)",759.0,6180.0,30.0
"Steady Brook, Town (T)",0.0,385.0,10.0
Steinbach,1142.0,13585.0,255.0
"Steinbach, City (CY)",1142.0,13585.0,255.0
"Stellarton, Town (T)",27.0,3855.0,35.0
"Stirling-Rawdon, Township (TP)",98.0,4580.0,10.0
"Stoke, Municipalité (MÉ)",22.0,2920.0,0.0
"Stoneham-et-Tewkesbury, Cantons unis (municipalité de) (CU)",84.0,9320.0,45.0
"Stony Plain, Town (T)",412.0,15960.0,40.0
Stratford,971.0,28625.0,300.0
"Stratford, City (CY)",971.0,28625.0,300.0
"Stratford, Town (T)",461.0,9065.0,400.0
"Strathcona County, Specialized municipality (SM)",3032.0,86925.0,315.0
"Strathcona D (Oyster Bay - Buttle Lake), Regional district electoral area (RDA)",114.0,3630.0,15.0
Strathmore,366.0,12730.0,130.0
"Strathmore, Town (T)",366.0,12730.0,130.0
"Strathroy-Caradoc, Municipality (MU)",689.0,20815.0,100.0
"Sturgeon County, Municipal district (MD)",321.0,18295.0,20.0
Summerside,336.0,15965.0,640.0
"Summerside, City (CY)",305.0,13955.0,630.0
"Sun Peaks Mountain, Village (VL)",88.0,1070.0,45.0
"Surrey, City (CY)",72268.0,276945.0,34750.0
Swift Current,697.0,15685.0,245.0
"Swift Current No. 137, Rural municipality (RM)",8.0,1885.0,0.0
"Swift Current, City (CY)",686.0,13800.0,245.0
Sylvan Lake,314.0,15285.0,80.0
"Sylvan Lake, Town (T)",308.0,14830.0,80.0
"Taché, Rural municipality (RM)",259.0,10945.0,0.0
"Taylor, District municipality (DM)",12.0,1270.0,0.0
"Tecumseh, Town (T)",1092.0,18795.0,70.0
Terrace,449.0,17435.0,440.0
"Terrace, City (CY)",315.0,10280.0,405.0
"Terrasse-Vaudreuil, Municipalité (MÉ)",76.0,1610.0,0.0
"Terrebonne, Ville (V)",4229.0,102705.0,505.0
"Thames Centre, Municipality (MU)",304.0,12655.0,20.0
Thetford Mines,136.0,25555.0,400.0
"Thetford Mines, Ville (V)",124.0,23445.0,385.0
"Thode, Resort village (RV)",0.0,175.0,0.0
Thompson,562.0,10935.0,220.0
"Thompson, City (CY)",562.0,10935.0,220.0
"Thompson-Nicola J (Copper Desert Country), Regional district electoral area (RDA)",28.0,1665.0,10.0
"Thompson-Nicola P (Rivers and the Peaks), Regional district electoral area (RDA)",83.0,3765.0,0.0
"Thorold, City (CY)",1133.0,18865.0,725.0
"Thorsby, Town (T)",13.0,920.0,10.0
Thunder Bay,2711.0,108275.0,2710.0
"Thunder Bay, City (CY)",2506.0,94750.0,2695.0
"Thurso, Ville (V)",4.0,3020.0,10.0
"Tide Head, Village (VL)",2.0,935.0,0.0
Tillsonburg,604.0,15985.0,20.0
"Tillsonburg, Town (T)",604.0,15985.0,20.0
Timmins,391.0,38290.0,650.0
"Timmins, City (CY)",391.0,38290.0,650.0
"Torbay, Town (T)",56.0,7570.0,0.0
Toronto,805260.0,3030045.0,249980.0
"Toronto, City (C)",364330.0,1329905.0,145240.0
"Tracy, Village (VL)",0.0,605.0,0.0
Trail,292.0,12570.0,210.0
"Trail, City (CY)",189.0,6715.0,185.0
"Trenton, Town (T)",4.0,2345.0,0.0
Trois-Rivières,1952.0,146760.0,2415.0
"Trois-Rivières, Ville (V)",1864.0,125295.0,2360.0
Truro,603.0,42640.0,590.0
"Truro, Town (T)",238.0,11295.0,350.0
"Trécesson, Canton (municipalité de) (CT)",0.0,1225.0,0.0
"Tsinstikeptum 10, Indian reserve (IRI)",50.0,1570.0,0.0
"Tsinstikeptum 9, Indian reserve (IRI)",282.0,7730.0,90.0
"Tyendinaga, Township (TP)",56.0,4315.0,0.0
"Union Road, Rural municipality (RM)",4.0,215.0,0.0
"Upham, Parish (P)",6.0,1330.0,0.0
"Uxbridge, Township (TP)",750.0,18475.0,45.0
"Val-David, Village (VL)",120.0,5050.0,25.0
"Val-Joli, Municipalité (MÉ)",6.0,1645.0,0.0
"Val-Morin, Municipalité (MÉ)",50.0,2870.0,20.0
Val-d'Or,242.0,32420.0,265.0
"Val-d'Or, Ville (V)",241.0,31150.0,265.0
"Val-des-Bois, Municipalité (MÉ)",0.0,910.0,0.0
"Val-des-Monts, Municipalité (MÉ)",125.0,12845.0,20.0
Vancouver,308388.0,1384550.0,133275.0
"Vancouver, City (CY)",77249.0,333190.0,42830.0
"Vanscoy No. 345, Rural municipality (RM)",44.0,2625.0,0.0
"Vanscoy, Village (VL)",2.0,475.0,0.0
"Varennes, Ville (V)",214.0,19980.0,60.0
"Vaudreuil-Dorion, Ville (V)",2776.0,32120.0,370.0
"Vaudreuil-sur-le-Lac, Village (VL)",60.0,1135.0,0.0
"Vaughan, City (CY)",40502.0,165865.0,6210.0
"Verchères, Municipalité (MÉ)",44.0,5625.0,0.0
Vernon,2128.0,56995.0,510.0
"Vernon, City (CY)",1468.0,37300.0,470.0
Victoria,20549.0,306395.0,8730.0
"Victoria, City (CY)",5015.0,67650.0,2660.0
Victoriaville,476.0,48565.0,415.0
"Victoriaville, Ville (V)",443.0,43530.0,385.0
"View Royal, Town (T)",592.0,9015.0,180.0
"Wainfleet, Township (TP)",141.0,6290.0,0.0
"Wallace No. 243, Rural municipality (RM)",5.0,845.0,0.0
"Warburg, Village (VL)",8.0,655.0,0.0
"Warfield, Village (VL)",32.0,1610.0,10.0
"Warman, City (CY)",211.0,11510.0,10.0
"Warren Grove, Rural municipality (RM)",2.0,350.0,0.0
Wasaga Beach,1103.0,20170.0,140.0
"Wasaga Beach, Town (T)",1103.0,20170.0,140.0
"Waterloo, City (CY)",9478.0,75610.0,10245.0
"Waterville, Ville (V)",24.0,2190.0,0.0
"Welland, City (CY)",1794.0,47670.0,775.0
"Wells, District municipality (DM)",0.0,155.0,0.0
"West Kelowna, City (CY)",1304.0,30780.0,135.0
"West River, Rural municipality (RM)",72.0,3215.0,0.0
"West St. Paul, Rural municipality (RM)",305.0,5295.0,50.0
"West Vancouver, District municipality (DM)",5608.0,22040.0,1530.0
"Westfield, Parish (P)",9.0,2060.0,0.0
"Westmount, Ville (V)",1522.0,12720.0,1255.0
"Westville, Town (T)",30.0,3425.0,0.0
Wetaskiwin,477.0,10420.0,100.0
"Wetaskiwin, City (CY)",477.0,10420.0,100.0
Weyburn,410.0,10500.0,90.0
"Weyburn No. 67, Rural municipality (RM)",3.0,1070.0,0.0
"Weyburn, City (CY)",401.0,9300.0,90.0
"Whitby, Town (T)",10580.0,97805.0,880.0
"Whitchurch-Stouffville, Town (T)",4701.0,31590.0,385.0
"White City, Town (T)",61.0,3485.0,0.0
"White Rock, City (CY)",1641.0,14440.0,280.0
"Whitehead, Rural municipality (RM)",26.0,1570.0,10.0
Whitehorse,1399.0,25940.0,855.0
